Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-07-09,Battle: Los Angeles,2011,https://boxd.it/aggEU5,3,,"Kopf aus, Film an. Keine wirkliche Story, nur action ohne hintergedanken. Explosionen, Geballer, dein 0815 Action Film. Nicht  gut, nicht schlecht.",,2025-07-08
2025-07-11,Sicario: Day of the Soldado,2018,https://boxd.it/ahG8LL,3,,"Bei weitem nicht so gut wie Teil 1. Es fehlt gefühlt teilweise diese düstere Atmosphere wie die in Teil 1 war. Trotzdem ist der Film ganz ok. Es gibt paar coole Szenen hier und da, und das Ende ist irgendwie seltsam? 

Anschauen kann man wenn man teil 1 mochte, trifft aber leider nicht ganz den gleichen Punkt.",,2025-07-10
2025-07-22,Event Horizon,1997,https://boxd.it/aqfKuF,4,,"Die Menschen entdecken den Warp aus WH40K und kommen damit nicht zurecht der Film.

Spaß bei Seite, sehr gut gelungener Sci Fi Horror Film mit gefühlt vieler Inspiration von Warhammer. Spannende Momente, kurz und knapp sowie gruselige Momente der das Gefühl nach mehr gibt.",,2025-07-21
2025-07-24,Sunshine,2007,https://boxd.it/arLADv,4,,"Klaustrophobie, Wahnsinn und Horror in einem Film was so ein simples Premise hat.

Was noch gegen verrückt wird, womit man eigentlich nicht wirklich auch rechnet.

Super Film, lohnenswert!",,2025-07-23
2025-07-25,Meg 2: The Trench,2023,https://boxd.it/asycYR,3,,"Jason Statham, Riesenhaie, coole Sprüche.

Jason statham auf einem Jetski mit einer Harpune gegen ein prähistorischen Apex predator. Was möchte man mehr!",,2025-07-24
2025-07-26,Contact,1997,https://boxd.it/atlXWB,4,,"Was wäre wenn....

Philosophie, Wissen, Uneinigkeiten und mehr. Ein Film zum mitdenken, zum mitfühlen.",,2025-07-25
2025-07-27,Hell House LLC,2015,https://boxd.it/aua3X1,3,,"Klassisches Found Footage Horror.

Simpel, spannend sowie etwas gruselig.

Eine Gruppe die jungen Leuten die was aufbauen möchte und es komplett nach hinten geht.",,2025-07-26
2025-07-27,Deadstream,2022,https://boxd.it/auqkkd,4,,"Was für ein Film

Es ist etwas was man einfach nur schauen sollte.  Ein Horrorfilm der sich nicht zu ernst nimmt, praktische Effekte bevorzugt und einfach das Gefühl nach mehr gibt. 
Die Kombination ist absolut cool, mit tatsächlich einigen sehr sehr guten Jumpscares und der Film entwickelt sich in einer Art von ""Book of the Dead"". In meinen Augen ein absolutes must watch",,2025-07-27
2025-07-28,Butterfly Kisses,2018,https://boxd.it/av63MX,2,,"Mockumentary über ein Mythos. Guter Gedanke dahinter, aber leider fehlt bei dem Film Substanz. Es geht eher weniger um das Mythos sondern um irgendwelche persönlichen Probleme.

Sehr langweilig bis zum Ende wo etwas Action passiert. Nicht lohnenswert",,2025-07-27
2025-07-31,Europa Report,2013,https://boxd.it/axHqGZ,3,,"Interessante, mysteriöse Erzählung über eine fiktive Reise zum Mond Europa. Einige spannende Momente, die teilweise auch überwältigend sind, aber im großen und im ganzen ein solider Film den man sich einmal anschauen kann.",,2025-07-30
2025-07-31,Terrified,2017,https://boxd.it/aygT2T,3,,"Wie kann ein Film so unglaublich gut starten, verdammt GUT starten und dann die Handlung so massiv verkacken das man sich dazu zwingen muss weiter zu schauen.

Es ist so als würde Interstellar mittendrin entscheiden ""So, es ist jetzt eine naked gun komödie"". Es baut unglaublich gute Spannung auf, das verlangen nach mehr und mehr, eventuell kleine Erklärungen hier und da. Und man bekommt einfach nichts. So verdammt schade, es hätte so gut sein können. Unendlich enttäuscht. Ohne die ersten Acts, wäre der Film eine 1/5, der Anfang des Films zieht die ganze Wertung um zwei Punkte hoch",,2025-07-31
2025-08-05,Coherence,2013,https://boxd.it/aBKeWX,4,,"Schröndingers Katze der Film.
Kleines Budget, massive Wirkung. Es ist sehr zum mitwirken der ganze Film, sprich zum Mitdenken.

Kurz und knackig gehalten, wenn man  Filme wie Tenet, Shutter Island etc. mag, ist man hier gut aufgehoben. Anschauen lohnenswert!",,2025-08-04
2025-08-06,Triangle,2009,https://boxd.it/aCuAcJ,4,,"Einige Plotholes hier und da meiner Meinung nach machen aber das ganze Bild nicht kaputt.  Spannend, zum mitverfolgen und mitdenken.

Ein Klassiker aus der Zeit der Pro7 20:15 Filme.",,2025-08-05
2025-08-07,Equilibrium,2002,https://boxd.it/aDfWo7,4,,"Dieser ganze Film versprüht so eine Energie von sich, wie das auch Matrix tut. Unglaublich stilistisch gehalten, sehr coole Action Szenen, eine richtig gute Story mit einem Dilemma und so vieles mehr.

Absolut lohnenswert sich diesen anzuschauen!",,2025-08-06
2025-08-13,Shutter,2004,https://boxd.it/aHUg51,3,,"Simpel gehaltenener OldSchool Horrorfilm, der tatsächlich heute noch mit vielen aktuellen Horrorfilmen mithalten kann. Die Handlung ist mal so, mal so, man kann die recht einfach ""Entziffern"". Macht aber trotzdem das nicht schlechter. Es wurde auch eine Hollywood Verfilmung davon gemacht, ist aber nicht so gut gewesen.

Für Fans von Horror, ist es ein Klassiker.",,2025-08-12
2025-08-17,The Borderlands,2013,https://boxd.it/aKIGHj,3.5,,"Tatsächlich ein gut gemachter Film im Stil von Found Footage. Auch der Klassiker,  dass obwohl man aufnimmt, man sich die Aufnahmen selten anguckt und dann streitet ob es stimmt oder nicht was eine Person gesehen hat.

Trotzdem ein solider Horrorfilm mit einem SEHR unerwartetem Ende. Ganzer Film von Anfang ist spannend, interessant und rätselhaft. Für mein Geschmack sind es zu viele Fragen offen, und man hat unglücklicherweise Verlangen nach noch mehr. Sowie einige Charaktere absolut hasswürdig sind.",,2025-08-16
2025-08-17,Host,2020,https://boxd.it/aKX1YD,2,,"Was.......Ein Film der komplett als ein Zoom Call abläuft. Eine Seance wird gehalten und dann passieren Sachen. Fucked around and Found out. Noch obendrauf ist der Film gerademal 50 Minuten? Ein Charakter der da nicht mitgemacht hat, ist plötzlich auch mittendrin? Was... ich weiß nicht, das ist total zoomer horror",,2025-08-16
2025-08-18,Lake Mungo,2008,https://boxd.it/aLyuvJ,2.5,,"Ganzer Film ist wie eine Documentary aufgebaut. Teilweise ist das so gut, dass man vergisst das man einen Horrorfilm schaut. Es ist aber kein Horrorfilm im 'wahrsten' Sinne, sondern eher eine andere rangehensweise. Sehr subtil, sehr slow burning.

Für mein Geschmack ist dieser Film viel zu zurückhaltend, und wo man merkt worum es eigentlich geht, verliert er etwas an Charme. Es ist einer dieser Filme wo man mehr realer darüber nachdenken muss.",,2025-08-17
2025-08-19,The Ritual,2017,https://boxd.it/aMoMaX,3,,"Solider Horrorfilm, der am Anfang gut mysteriös ist, Geschichte von der Gruppe erklärt und warum man nicht ohne Ahnung in den Wald gehen sollte.

Hier handelt es sich um ein gutes Stück Mythologie und bei vielen Szenen, was gerademal Brutalität angeht hält der Film sich nicht zurück.

Entwickelt sich aber immer und immer mehr zu einen Actionflick und verliert dann irgendwannmal das Horrorfeeling. Und am Ende ist das gefühlt full on Resident Evil / Evil Dead.",,2025-08-18
2025-08-20,Man on Fire,2004,https://boxd.it/aN7juT,5,,"Was für ein absolute Meisterleistung von Denzel und allen anderen in dem Film!

Ich kann viel darüber sagen warum mir dieser Film so unglaublich gut gefallen hat, aber am einfachsten zu beschreiben wäre:

""Was bekommt man wenn man die Ideen von Taken, Transporter, John Wick und Equalizer nimmt und zusammenstellt? Man bekommt Man on Fire""",,2025-08-19
2025-08-21,Collateral,2004,https://boxd.it/aNLJex,3,,"Jamie Foxx als Taxifahrer und Tom Cruise als Auftragskiller. Diesmal betrachtet man den ganzen Film tatsächlich aus der Sicht einer Person die zufällig in eine größere Sache gelandet ist.

Dieser Aktionflick ist ganz nett, auch die Detektiv Story. Allgemein coole Story. Aber etwas schwer zu erklären, aber mir fehlte da was. Irgendwie/Irgendwas wie ein Gewürz das das alles sehr viel besser machen würde. Nichts desto trotz, solider Actionfilm",,2025-08-20
2025-08-23,Possessor,2020,https://boxd.it/aP5gav,4,,"Was für eine Überraschung dieser Film. Es ist ein Erlebnis. Über den ganzen Film her, durch die Spannung, Musik, Story wird so eine verdammt 'ekelhafte' Stimmung aufgebaut wie man die sonst nicht wirklich irgendwo kriegt, vielleicht bei Sinister.

Außerdem, hält dieser Film absolut nicht zurück was es zeigt, sprich es ist nichts für leichte Nerven. Wenn man Braindance aus Cyberpunk 2077 kennt, geht das in die gleiche Richtung.

Absolut sehenswert!",,2025-08-22
2025-08-24,Ghost in the Shell,1995,https://boxd.it/aQ6d4F,4,,"Sind die Menschen der Mittelpunkt oder nur ein Knottenpunkt betrachtet auf das ganze Bild her.

Sind meine Errinerungen das, was meine Identität ausmacht?

Das, und viele weitere Existenzbedingte Fragen, treten beim Schauen an.",,2025-08-24
2025-08-25,Oblivion,2013,https://boxd.it/aQCFHp,3.5,,"Film mit einer Storywendung nach der anderen. Super Spannend anzuschauen. Auch Tom Cruise als Hauptdarsteller,  dieser Mann kann keine schlechte Rollen in Sci Fi Filmen spielen.

Ist tatsächlich auch etwas ruhiger was Action angeht, aber das ist in Ordnung.

Sowie die Drohnendarstellung ist wahrscheinlich eine der besten die ich gesehen habe. Alleine der Sound ist ernüchternd.

Ganzer netter Flick für einen Filmabend",,2025-08-24
2025-08-28,The Losers,2010,https://boxd.it/aSHQWD,3,,"Ich wollte :

-Action ohne Nachdenken
-Billige Oneliners
-Klischees bis zum geht nicht mehr
-Explosionen
-Eine 0815 Story.

Und ich habe das alles bekommen. Perfekt für einen Abend wo man nicht unbedingt aufpassen muss, Kopf ausschalten kann, 10 Minuten am Handy sein kann und man verpasst trotzdem nichts",,2025-08-27
2025-08-29,Nobody,2021,https://boxd.it/aTlVw1,3,,"Wenn man the Equalizer kennt und mag, wird man sich bei diesem Action Film wohl fühlen.

In meinen Augen ist es das ""schlechtere"" Equalizier. Weniger Seriös, leichtere Story mit funky Songs, und gegen Ende wird das alles zu viel.",,2025-08-28
2025-09-03,Judge Dredd,1995,https://boxd.it/aWTNvp,3,,"Over the top 90s Scifi. Also wirklich massiv over the top. 
Keine Emotionen
Kein Spaß
Nur das Gesetz!!

Ich persönlich finde den neuen judge Dredd um einiges besser",,2025-09-02
2025-09-06,The Atticus Institute,2015,https://boxd.it/aYMijh,3.5,,"Solide Mockumentary mit interessanter Story. 
Am Anfang ist das echt fesselnd und die Geschichte entwickelt sich langsam aber hat gefühlt einen Schneeballeffekt. Gegen Ende denkt man sich einfach nurnoch ""wtf"". Ist nicht perfekt, weil es auch sehr niedriges Budget hatte.

Stellenweise denkt man sich echt ob es teilweise auf irgendwelchen kranken Experimenten von CIA basierte.

Einzigartige rangehensweise an die typische Story über bessesenheit und das casting ist überraschend gut",,2025-09-05
2025-09-08,Pandorum,2009,https://boxd.it/b07tw3,4,,"Ich bin ohne Trailer, ohne Erwartungen reingekommen und bin komplett positiv überrascht raus gekommen.

Crew wacht auf auf einem Raumschiff, keiner errinert sich was passiert ist und man wird quer durch das Raumschiff von humanoiden Aliens gejagt. Super Spannend und die Story lässt einen die ganze Zeit mitfiebern. 

Ähnlich zu Filmen wie Aliens oder Event Horizon.

Für Leute die gerne SciFi-Horror schauen ist das top!",,2025-09-07
2025-09-13,Aliens,1986,https://boxd.it/b2Z2wh,3.5,,"Zweiter Teil vom Original. Für viele tatsächlich sogar das bessere Teil als der erste, kann ich teilweise auch nachvollziehen.

Für mich persönlich sind die beiden Filme auf dem gleichen Niveau.

Wenn man Teil 1 mag, wird man definitiv auch Teil 2 mögen",,2025-09-12
2025-09-14,The Day the Earth Stood Still,2008,https://boxd.it/b3CY5r,3,,"Guter Klassiker.

Ein Punkt Abzug weil das Kind so massiv auf die Nerven geht, ich könnt kotzen",,2025-09-13
2025-09-16,Knowing,2009,https://boxd.it/b56obd,3.5,,"Verdammt guter Weltuntergangsfilm, gemischt mit Rätseln, Mysterium sowie gute Prise Sci-Fi.

Einige der Szenen sind absolut brutal wie diese gezeigt werden. Hätten ruhig auch mehr zeigen können.

Ende ist auch ganz cool. Alles in allem ein solider Film.",,2025-09-15
2025-09-17,Elysium,2013,https://boxd.it/b5DGxd,4,,"Dieser Film ist ein purer Cyberpunk Playground. Streetkids gehen auf die Jagd nach Corpos. Etliche Implantate, Waffen und so vieles mehr.

Auch wenn der Film versucht eher ein ernsteres Thema anzusprechen, finde das die ganze Action sowie over the top Sci Fi es etwas in Hintergrund drängt. Trotzdem ein absolut cooler SciFi Film",,2025-09-16
2025-09-18,Exam,2009,https://boxd.it/b6afdL,3,,POV: Man bewirbt sich in 2031 auf eine offene Stelle bei Amazon als Lagermitarbeiter,,2025-09-17
2025-09-19,The Beekeeper,2024,https://boxd.it/b6PWq1,4,,Jason Statham,,2025-09-19
2025-09-20,High-Rise,2015,https://boxd.it/b7939p,2.5,,"Ich weiß nicht ob ich was übersehe, oder ich was nicht verstehe aber der Film ist total seltsam, und das nicht im guten Sinne.

Von Anfang an weiß man nicht wirklich was passiert, warum diese Unstimmigkeiten gibt und so vieles mehr. Der Verlauf der Story ist komisch,  man sollte irgendwie mitfühlen müssen mit einigen, aber irgendwie machen die es einem sehr schwer.

Nach über einer Stunde hat der Charakter einen crashout und wie es aussieht vergeht längerer Zeitraum. Dort mutiert es zu einer Art von Snowpiercer. Aber allgemein, mich persönlich , konnte der Film nicht ganz überzeugen",,2025-09-19
2025-09-26,Eraser,1996,https://boxd.it/baUHQf,4,,"Dieser Film ist eine gute Mischung aus ""Mission Impossible"" und dein typischer over-the-top Arnold Action movie. 
Man merkt auch, dass das Budget für den Film recht hoch war.

Es hat keine so langweilige Story wie man es sonst gewohnt ist, es macht spaß mitzuverfolgen.

Alles in einem solider Action Flick im Stil von Mission Impossible",,2025-09-25
2025-10-01,Underworld,2003,https://boxd.it/bdXecj,2.5,,"Das passiert, wenn man Blade nimmt und daraus eine soap opera macht x)",,2025-09-30
2025-10-03,The Naked Gun,2025,https://boxd.it/bf5j0R,4,,"Verdammt gute Komödie, wo alle ziemlich gut verstanden haben, was die originalen Filme so gut gemacht hat.

Manche Stellen wurde es etwas zuviel wo man sich denkt das die Produzenten zu hart versucht haben Hunor hinzuzufügen. Das hat dazu geführt das der Film etwas von dem originalen vibes abweicht und mehr in Richtung von Scary Movie geht. 

Wenn man die originalen Filme mochte mit Leslie Nielsen, wird man diesen auch mögen",,2025-10-02
2025-10-03,The Descent,2005,https://boxd.it/bffWZ5,3,,"""Passiert doch eh nichts"" der Film.

Lass in eine Höhle klettern wo keiner lebendig rauskam.

Lass sagen wir klettern in eine einfache Höhle, aber in Wirklichkeit komplett andere.

Lass vorher an dem Tag richtig saufen, damit man mit einem Kater in Höhlen klettern kann.

So viele Entscheidungen wo man sich einfach nur wundert ob die Personen ein funktionierendes Gehirn haben",,2025-10-02
2025-10-11,ARQ,2016,https://boxd.it/bkfRrR,3,,"Hat recht gut angefangen, man hatte schon das Feeling von ""Edge of Tomorrow"" gehabt.

Aber dann hat es angefangen recht viele Plotholes zu geben (Am schlimmsten war, wie konnte Hannah nicht erkennen wer Sie gefoltert hat????).

Ende konnte man auch gut erahnen. Mich hat mehr die Welt eher drumherum interessiert, und diese leider wird kaum aufgebaut. Viel Potential, das nicht vollständig ausgeschöpft worden ist.",,2025-10-10
2025-10-12,Cobra,1986,https://boxd.it/bkNGE9,4,,Inject that stuff straight into my veins,,2025-10-11
2025-10-13,Universal Soldier,1992,https://boxd.it/blAV4D,3,,"Nicht genug one-liners, Explosionen oder Verfolgungsjagden :(",,2025-10-12
2025-10-19,The Possession of Michael King,2014,https://boxd.it/bpuI2X,3.5,,"Holy fuck my eardrums are shattered.

Solid movie, lots of your typical possession stuff and all that. Little bit different with the motive behind it, which is fine. It has its moments where you are really creeped out but that's it. Voice to Effects ratio is wild, eardrums are gone",,2025-10-18
2025-10-20,Jeruzalem,2015,https://boxd.it/bqaACx,1.5,,"Wenn ich ein vollständiges Review schreiben würde, würde ich mir mehr Mühe geben als der ganze Film.

Absolute Zeitverschwendung.",,2025-10-19
2025-10-25,Torque,2004,https://boxd.it/btnLaH,4.5,,"Absolute peak cinema

- Need for Speed Soundtracks
- Story die man auch in old-school F&F finden würde, leicht verdaulich, nicht viel zum nachdenken
- Absolut unrealistische Fahrszenen, aber egal
- Szenen die wortwörtlich in Fast & Furious hätten sein können.
- Lustigerweise besseres Casting als gedacht?
- MTV Musikvideo Vibes mit einem Sprinkel von coolen Sprüchen
- Letzte Szenen absolut peak

Wenn man versuchen würde mehr Klischees einzubauen, wäre das unmöglich. Der ganze Film verspürt 2000er Vibes. Ist der Film gut? Naja nicht wirklich. Macht es spaß diesen zu schauen? Definitiv. Absolut empfehlenswert, insbesondere wenn man Oldschool F&F mag.",,2025-10-24
2025-10-31,Speed,1994,https://boxd.it/bxJEMT,4.5,,"Absolut ein hammer Action Film. Spannung, Feelings, Story alles verdaut sich sehr gut und ist super spannend. Sowie hat man das Feeling von 90s absolut drin, die Kamera, Aufnahmen und Sound haben dieses Vibe einfach.

In meinen Augen auch eine der besseren Rollen von Keanu.

Super empfehlenswert!",,2025-10-30
2025-11-07,The Signal,2014,https://boxd.it/bCuiXP,3.5,,"Was für ein seltsamer Film...am Anfang hat das echt eine Interessante Story gehabt, Verfolgung von Unbekannten, landen in einer seltsamen Anstalt (SCP Mässig) und mehr. Aber desto länger der Film ging, desto weniger habe ich Lust gehabt die Handlung zu verfolgen, weil es 1) zu sehr richtung Superheld ging? 2) Man ab Hälfte des Films weiß wie dieser Endet.

Trotzdem ist garnicht so schlecht, kann man mal schauen",,2025-11-06
2025-11-10,The Man from Nowhere,2010,https://boxd.it/bEIOHF,4,,"Eine Mischung von Taken und John Wick. Absolut hammer Action Szenen, Story ist jetzt nicht so das beste, halt wie bei Taken.

Sehr viel melancholischer, realer, brutaler aber als die Hollywood Filme Varianten

Super Film und empfehlenswert",,2025-11-09
2025-11-12,Train to Busan,2016,https://boxd.it/bGdwtL,4.5,,"DER beste Zombiefilm, mehr gibt es nicht zu sagen.",,2025-11-11
